p1,p2,label_x,label_y,cat
http://purl.obolibrary.org/obo/HP_0012130,http://purl.obolibrary.org/obo/MP_0013659,Abnormal erythroid lineage cell morphology (HPO),abnormal erythroid lineage cell morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010307,http://purl.obolibrary.org/obo/MP_0013752,Stridor (HPO),stridor (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002779,http://purl.obolibrary.org/obo/MP_0013753,Tracheomalacia (HPO),tracheomalacia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005528,http://purl.obolibrary.org/obo/MP_0013776,Bone marrow hypocellularity (HPO),bone marrow failure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009933,http://purl.obolibrary.org/obo/MP_0013789,Narrow naris (HPO),small external nares (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009932,http://purl.obolibrary.org/obo/MP_0013790,Single naris (HPO),single external naris (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001298,http://purl.obolibrary.org/obo/MP_0013806,Encephalopathy (HPO),encephalopathy (MPO),lexical
http://purl.obolibrary.org/obo/HP_0007430,http://purl.obolibrary.org/obo/MP_0013807,Generalized edema (HPO),generalized edema (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012327,http://purl.obolibrary.org/obo/MP_0013856,Celiac artery compression (HPO),celiac artery compression (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000499,http://purl.obolibrary.org/obo/MP_0013895,Abnormal eyelash morphology (HPO),abnormal eyelid cilium morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100686,http://purl.obolibrary.org/obo/MP_0013942,Enthesitis (HPO),enthesitis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004401,http://purl.obolibrary.org/obo/MP_0014036,Meconium ileus (HPO),meconium ileus (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011359,http://purl.obolibrary.org/obo/MP_0014053,Dry hair (HPO),dry hair (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030779,http://purl.obolibrary.org/obo/MP_0014061,Ethmocephaly (HPO),ethmocephaly (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100318,http://purl.obolibrary.org/obo/MP_0014063,Lafora bodies (HPO),Lafora bodies (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100317,http://purl.obolibrary.org/obo/MP_0014064,Argyrophilic inclusion bodies (HPO),argyrophilic inclusion bodies (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100315,http://purl.obolibrary.org/obo/MP_0014065,Lewy bodies (HPO),Lewy bodies (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100316,http://purl.obolibrary.org/obo/MP_0014067,Hirano bodies (HPO),Hirano bodies (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001028,http://purl.obolibrary.org/obo/MP_0014086,Hemangioma (HPO),hemangioma (MPO),lexical
http://purl.obolibrary.org/obo/HP_0007359,http://purl.obolibrary.org/obo/MP_0014120,Focal-onset seizure (HPO),focal seizures (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100522,http://purl.obolibrary.org/obo/MP_0014127,Thymoma (HPO),increased thymoma incidence (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000522,http://purl.obolibrary.org/obo/MP_0014157,Alacrima (HPO),alacrima (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003118,http://purl.obolibrary.org/obo/MP_0014161,Increased circulating cortisol level (HPO),increased circulating cortisol level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0008163,http://purl.obolibrary.org/obo/MP_0014162,Decreased circulating cortisol level (HPO),decreased circulating cortisol level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012628,http://purl.obolibrary.org/obo/MP_0014176,Abnormal suspensory ligament of lens morphology (HPO),abnormal cilary zonule morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012860,http://purl.obolibrary.org/obo/MP_0014189,Testicular fibrosis (HPO),testis fibrosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0400005,http://purl.obolibrary.org/obo/MP_0020084,Short ear (HPO),short ears (MPO),lexical
http://purl.obolibrary.org/obo/HP_0400004,http://purl.obolibrary.org/obo/MP_0020085,Long ear (HPO),long ears (MPO),lexical
http://purl.obolibrary.org/obo/HP_0045081,http://purl.obolibrary.org/obo/MP_0020182,Abnormality of body mass index (HPO),abnormal body mass index (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000632,http://purl.obolibrary.org/obo/MP_0020218,Lacrimation abnormality (HPO),abnormal tear production (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009926,http://purl.obolibrary.org/obo/MP_0020219,Epiphora (HPO),increased tear production (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031731,http://purl.obolibrary.org/obo/MP_0020219,Increased tear production (HPO),increased tear production (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000633,http://purl.obolibrary.org/obo/MP_0020220,Decreased lacrimation (HPO),decreased tear production (MPO),lexical
http://purl.obolibrary.org/obo/HP_0020037,http://purl.obolibrary.org/obo/MP_0020289,Astasia (HPO),astasia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011958,http://purl.obolibrary.org/obo/MP_0020441,Retinal perforation (HPO),rhegmatogenous retinal detachment (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012230,http://purl.obolibrary.org/obo/MP_0020441,Rhegmatogenous retinal detachment (HPO),rhegmatogenous retinal detachment (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012231,http://purl.obolibrary.org/obo/MP_0020442,Exudative retinal detachment (HPO),serous retinal detachment (MPO),lexical
http://purl.obolibrary.org/obo/HP_0007917,http://purl.obolibrary.org/obo/MP_0020443,Tractional retinal detachment (HPO),tractional retinal detachment (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011966,http://purl.obolibrary.org/obo/MP_0020836,Elevated plasma citrulline (HPO),increased circulating citrulline level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001607,http://purl.obolibrary.org/obo/MP_0030001,Subglottic stenosis (HPO),subglottis stenosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0410170,http://purl.obolibrary.org/obo/MP_0030003,Hippocampal atrophy (HPO),hippocampus atrophy (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025517,http://purl.obolibrary.org/obo/MP_0030004,Hypoplastic hippocampus (HPO),hippocampus hypoplasia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002645,http://purl.obolibrary.org/obo/MP_0030030,Wormian bones (HPO),Wormian bones (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000290,http://purl.obolibrary.org/obo/MP_0030031,Abnormality of the forehead (HPO),abnormal forehead morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005281,http://purl.obolibrary.org/obo/MP_0030035,Hypoplastic nasal bridge (HPO),small nasal bridge (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003194,http://purl.obolibrary.org/obo/MP_0030036,Short nasal bridge (HPO),short nasal bridge (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011220,http://purl.obolibrary.org/obo/MP_0030049,Prominent forehead (HPO),prominent forehead (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000303,http://purl.obolibrary.org/obo/MP_0030050,Mandibular prognathia (HPO),large mandible (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030756,http://purl.obolibrary.org/obo/MP_0030058,Erythrodontia (HPO),erythrodontia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000274,http://purl.obolibrary.org/obo/MP_0030065,Small face (HPO),face hypoplasia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001999,http://purl.obolibrary.org/obo/MP_0030071,Abnormal facial shape (HPO),abnormal face shape (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100663,http://purl.obolibrary.org/obo/MP_0030078,Synotia (HPO),synotia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002677,http://purl.obolibrary.org/obo/MP_0030094,Small foramen magnum (HPO),foramen magnum stenosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004467,http://purl.obolibrary.org/obo/MP_0030097,Preauricular pit (HPO),preauricular pit (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000629,http://purl.obolibrary.org/obo/MP_0030098,Periorbital fullness (HPO),periorbital fullness (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011332,http://purl.obolibrary.org/obo/MP_0030100,Hemifacial hypoplasia (HPO),hemifacial hypoplasia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000670,http://purl.obolibrary.org/obo/MP_0030101,Carious teeth (HPO),carious teeth (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000473,http://purl.obolibrary.org/obo/MP_0030126,Torticollis (HPO),torticollis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000206,http://purl.obolibrary.org/obo/MP_0030129,Glossitis (HPO),tongue inflammation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000230,http://purl.obolibrary.org/obo/MP_0030130,Gingivitis (HPO),gum inflammation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000704,http://purl.obolibrary.org/obo/MP_0030132,Periodontitis (HPO),periodontium inflammation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011468,http://purl.obolibrary.org/obo/MP_0030143,Facial tics (HPO),facial muscle spasm (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000215,http://purl.obolibrary.org/obo/MP_0030169,Thick upper lip vermilion (HPO),thick upper lip (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005104,http://purl.obolibrary.org/obo/MP_0030197,Hypoplastic nasal septum (HPO),small nasal septum (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004411,http://purl.obolibrary.org/obo/MP_0030199,Deviated nasal septum (HPO),deviated nasal septum (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009746,http://purl.obolibrary.org/obo/MP_0030205,Thick nasal septum (HPO),thick nasal septum (MPO),lexical
http://purl.obolibrary.org/obo/HP_3000051,http://purl.obolibrary.org/obo/MP_0030212,Abnormal hyoglossus muscle morphology (HPO),abnormal hyoglossus muscle morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002380,http://purl.obolibrary.org/obo/MP_0030214,Fasciculations (HPO),muscle fasciculation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001308,http://purl.obolibrary.org/obo/MP_0030216,Tongue fasciculations (HPO),tongue muscle fasciculation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025011,http://purl.obolibrary.org/obo/MP_0030218,Pyriform aperture stenosis (HPO),piriform aperture stenosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004472,http://purl.obolibrary.org/obo/MP_0030223,Mandibular hyperostosis (HPO),mandibular hyperostosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002010,http://purl.obolibrary.org/obo/MP_0030248,Narrow maxilla (HPO),narrow maxilla (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030867,http://purl.obolibrary.org/obo/MP_0030253,Vertical orbital dystopia (HPO),vertical orbital dystopia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002007,http://purl.obolibrary.org/obo/MP_0030262,Frontal bossing (HPO),frontal bossing (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002007,http://purl.obolibrary.org/obo/MP_0030263,Frontal bossing (HPO),cranial bossing (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000242,http://purl.obolibrary.org/obo/MP_0030265,Parietal bossing (HPO),parietal bossing (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000278,http://purl.obolibrary.org/obo/MP_0030270,Retrognathia (HPO),retrogenia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000347,http://purl.obolibrary.org/obo/MP_0030273,Micrognathia (HPO),mandibular retrognathia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000327,http://purl.obolibrary.org/obo/MP_0030274,Hypoplasia of the maxilla (HPO),maxillary retrognathia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002684,http://purl.obolibrary.org/obo/MP_0030278,Thickened calvaria (HPO),thick neurocranium (MPO),lexical
http://purl.obolibrary.org/obo/HP_0010539,http://purl.obolibrary.org/obo/MP_0030279,Thin calvarium (HPO),thin neurocranium (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031046,http://purl.obolibrary.org/obo/MP_0030290,Absent soft palate (HPO),absent soft palate (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000252,http://purl.obolibrary.org/obo/MP_0030315,Microcephaly (HPO),small neurocranium (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012478,http://purl.obolibrary.org/obo/MP_0030327,Temporomandibular joint ankylosis (HPO),temporomandibular joint ankylosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004440,http://purl.obolibrary.org/obo/MP_0030350,Coronal craniosynostosis (HPO),premature coronal suture closure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004442,http://purl.obolibrary.org/obo/MP_0030354,Sagittal craniosynostosis (HPO),premature sagittal suture closure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004443,http://purl.obolibrary.org/obo/MP_0030356,Lambdoidal craniosynostosis (HPO),premature lambdoid suture closure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005441,http://purl.obolibrary.org/obo/MP_0030359,Sclerotic cranial sutures (HPO),cranial suture sclerosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011330,http://purl.obolibrary.org/obo/MP_0030367,Metopic synostosis (HPO),premature metopic suture closure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002692,http://purl.obolibrary.org/obo/MP_0030386,Hypoplastic facial bones (HPO),facial bone hypoplasia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001363,http://purl.obolibrary.org/obo/MP_0030392,Craniosynostosis (HPO),premature fontanelle closure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005458,http://purl.obolibrary.org/obo/MP_0030392,Premature closure of fontanelles (HPO),premature fontanelle closure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0200111,http://purl.obolibrary.org/obo/MP_0030403,Absent stapes head (HPO),absent stapes head (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004493,http://purl.obolibrary.org/obo/MP_0030417,Craniofacial hyperostosis (HPO),craniofacial hyperostosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005465,http://purl.obolibrary.org/obo/MP_0030418,Facial hyperostosis (HPO),facial hyperostosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030789,http://purl.obolibrary.org/obo/MP_0030419,Excessive cerumen (HPO),excessive cerumen (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001363,http://purl.obolibrary.org/obo/MP_0030435,Craniosynostosis (HPO),premature craniofacial suture closure (MPO),lexical
http://purl.obolibrary.org/obo/HP_0009722,http://purl.obolibrary.org/obo/MP_0030460,Dental enamel pits (HPO),enamel pits (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030757,http://purl.obolibrary.org/obo/MP_0030462,Tooth abscess (HPO),tooth abscess (MPO),lexical
http://purl.obolibrary.org/obo/HP_0030758,http://purl.obolibrary.org/obo/MP_0030463,Periapical tooth abscess (HPO),apical tooth abscess (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011090,http://purl.obolibrary.org/obo/MP_0030472,Fused teeth (HPO),fused teeth (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003771,http://purl.obolibrary.org/obo/MP_0030491,Pulp stones (HPO),dental pulp stones (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011072,http://purl.obolibrary.org/obo/MP_0030495,Rootless teeth (HPO),absent tooth root (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000679,http://purl.obolibrary.org/obo/MP_0030496,Taurodontia (HPO),taurodontia (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000698,http://purl.obolibrary.org/obo/MP_0030499,Conical tooth (HPO),conical tooth (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001571,http://purl.obolibrary.org/obo/MP_0030505,Multiple impacted teeth (HPO),tooth impaction (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011079,http://purl.obolibrary.org/obo/MP_0030505,Impacted tooth (HPO),tooth impaction (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100656,http://purl.obolibrary.org/obo/MP_0030579,Thoracoabdominal wall defect (HPO),thoracoabdominoschisis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0004334,http://purl.obolibrary.org/obo/MP_0030584,Dermal atrophy (HPO),skin atrophy (MPO),lexical
http://purl.obolibrary.org/obo/HP_0006349,http://purl.obolibrary.org/obo/MP_0030608,Agenesis of permanent teeth (HPO),decreased tooth number (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000674,http://purl.obolibrary.org/obo/MP_0030610,Anodontia (HPO),absent teeth (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003260,http://purl.obolibrary.org/obo/MP_0030681,Hydroxyprolinemia (HPO),increased circulating hydroxyproline level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003080,http://purl.obolibrary.org/obo/MP_0030682,Hydroxyprolinuria (HPO),hydroxyprolinuria (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025441,http://purl.obolibrary.org/obo/MP_0030776,Achilles tendon calcification (HPO),calcified calcaneal tendon (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003368,http://purl.obolibrary.org/obo/MP_0030788,Abnormality of the femoral head (HPO),abnormal femur head morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003367,http://purl.obolibrary.org/obo/MP_0030789,Abnormality of the femoral neck (HPO),abnormal femur neck morphology (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100864,http://purl.obolibrary.org/obo/MP_0030793,Short femoral neck (HPO),short femur neck (MPO),lexical
http://purl.obolibrary.org/obo/HP_0002827,http://purl.obolibrary.org/obo/MP_0030796,Hip dislocation (HPO),hip dislocation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001388,http://purl.obolibrary.org/obo/MP_0030797,Joint laxity (HPO),joint laxity (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001371,http://purl.obolibrary.org/obo/MP_0030798,Flexion contracture (HPO),joint contracture (MPO),lexical
http://purl.obolibrary.org/obo/HP_0025230,http://purl.obolibrary.org/obo/MP_0030801,Tendonitis (HPO),tendonitis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012317,http://purl.obolibrary.org/obo/MP_0030822,Sacroiliac arthritis (HPO),sacroiliac joint inflammation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031846,http://purl.obolibrary.org/obo/MP_0030827,Femur fracture (HPO),femur fracture (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003042,http://purl.obolibrary.org/obo/MP_0030843,Elbow dislocation (HPO),elbow dislocation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0003994,http://purl.obolibrary.org/obo/MP_0030864,Dislocated wrist (HPO),wrist dislocation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000897,http://purl.obolibrary.org/obo/MP_0030884,Rachitic rosary (HPO),rachitic rosary (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000923,http://purl.obolibrary.org/obo/MP_0030884,Beaded ribs (HPO),rachitic rosary (MPO),lexical
http://purl.obolibrary.org/obo/HP_0007384,http://purl.obolibrary.org/obo/MP_0030915,Aberrant melanosome maturation (HPO),abnormal melanosome maturation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0005592,http://purl.obolibrary.org/obo/MP_0030917,Giant melanosomes in melanocytes (HPO),enlarged melanosome (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031615,http://purl.obolibrary.org/obo/MP_0030932,Hypopyon (HPO),hypopyon (MPO),lexical
http://purl.obolibrary.org/obo/HP_0011886,http://purl.obolibrary.org/obo/MP_0030933,Hyphema (HPO),hyphema (MPO),lexical
http://purl.obolibrary.org/obo/HP_0001993,http://purl.obolibrary.org/obo/MP_0030971,Ketoacidosis (HPO),ketoacidosis (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031428,http://purl.obolibrary.org/obo/MP_0030984,Increased circulating osteocalcin level (HPO),increased circulating osteocalcin level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031429,http://purl.obolibrary.org/obo/MP_0030985,Decreased circulating osteocalcin level (HPO),decreased circulating osteocalcin level (MPO),lexical
http://purl.obolibrary.org/obo/HP_0012486,http://purl.obolibrary.org/obo/MP_0030987,Myelitis (HPO),spinal cord inflammation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0031002,http://purl.obolibrary.org/obo/MP_0030990,Neuritis (HPO),nerve inflammation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0100653,http://purl.obolibrary.org/obo/MP_0030991,Optic neuritis (HPO),optic nerve inflammation (MPO),lexical
http://purl.obolibrary.org/obo/HP_0000400,http://purl.obolibrary.org/obo/MP_0000017,Macrotia (HPO),big ears (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0005102,http://purl.obolibrary.org/obo/MP_0000032,Cochlear degeneration (HPO),cochlear degeneration (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0011001,http://purl.obolibrary.org/obo/MP_0000062,Increased bone mineral density (HPO),increased bone mineral density (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000938,http://purl.obolibrary.org/obo/MP_0000063,Osteopenia (HPO),decreased bone mineral density (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000939,http://purl.obolibrary.org/obo/MP_0000066,Osteoporosis (HPO),osteoporosis (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002751,http://purl.obolibrary.org/obo/MP_0000069,Kyphoscoliosis (HPO),kyphoscoliosis (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0004646,http://purl.obolibrary.org/obo/MP_0000103,Hypoplasia of the nasal bone (HPO),nasal bone hypoplasia (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000689,http://purl.obolibrary.org/obo/MP_0000120,Dental malocclusion (HPO),malocclusion (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0008465,http://purl.obolibrary.org/obo/MP_0000138,Absent vertebra (HPO),absent vertebrae (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000902,http://purl.obolibrary.org/obo/MP_0000154,Rib fusion (HPO),rib fusion (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002808,http://purl.obolibrary.org/obo/MP_0000160,Kyphosis (HPO),kyphosis (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002650,http://purl.obolibrary.org/obo/MP_0000161,Scoliosis (HPO),scoliosis (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001943,http://purl.obolibrary.org/obo/MP_0000189,Hypoglycemia (HPO),hypoglycemia (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003072,http://purl.obolibrary.org/obo/MP_0000194,Hypercalcemia (HPO),increased circulating calcium level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002901,http://purl.obolibrary.org/obo/MP_0000195,Hypocalcemia (HPO),decreased circulating calcium level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002148,http://purl.obolibrary.org/obo/MP_0000198,Hypophosphatemia (HPO),decreased circulating phosphate level (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0011893,http://purl.obolibrary.org/obo/MP_0000217,Abnormal leukocyte count (HPO),abnormal leukocyte cell number (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012311,http://purl.obolibrary.org/obo/MP_0000220,Monocytosis (HPO),increased monocyte cell number (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001875,http://purl.obolibrary.org/obo/MP_0000222,Neutropenia (HPO),decreased neutrophil cell number (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012312,http://purl.obolibrary.org/obo/MP_0000223,Monocytopenia (HPO),decreased monocyte cell number (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002623,http://purl.obolibrary.org/obo/MP_0000273,Overriding aorta (HPO),overriding aortic valve (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0010438,http://purl.obolibrary.org/obo/MP_0000281,Abnormal ventricular septum morphology (HPO),abnormal interventricular septum morphology (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001654,http://purl.obolibrary.org/obo/MP_0000285,Abnormal heart valve morphology (HPO),abnormal heart valve morphology (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003641,http://purl.obolibrary.org/obo/MP_0000315,Hemoglobinuria (HPO),hemoglobinuria (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0100494,http://purl.obolibrary.org/obo/MP_0000359,Abnormal mast cell morphology (HPO),abnormal mast cell morphology (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000998,http://purl.obolibrary.org/obo/MP_0000412,Hypertrichosis (HPO),excessive hair (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0008070,http://purl.obolibrary.org/obo/MP_0000416,Sparse hair (HPO),sparse hair (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000431,http://purl.obolibrary.org/obo/MP_0000449,Wide nasal bridge (HPO),broad nasal bridge (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002239,http://purl.obolibrary.org/obo/MP_0000465,Gastrointestinal hemorrhage (HPO),gastrointestinal hemorrhage (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003085,http://purl.obolibrary.org/obo/MP_0000482,Long fibula (HPO),long fibula (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002035,http://purl.obolibrary.org/obo/MP_0000493,Rectal prolapse (HPO),rectal prolapse (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000104,http://purl.obolibrary.org/obo/MP_0000520,Renal agenesis (HPO),absent kidney (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0011035,http://purl.obolibrary.org/obo/MP_0000521,Abnormal renal cortex morphology (HPO),abnormal kidney cortex morphology (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0003974,http://purl.obolibrary.org/obo/MP_0000553,Absent radius (HPO),absent radius (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0010442,http://purl.obolibrary.org/obo/MP_0000562,Polydactyly (HPO),polydactyly (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012165,http://purl.obolibrary.org/obo/MP_0000565,Oligodactyly (HPO),oligodactyly (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0410042,http://purl.obolibrary.org/obo/MP_0000598,Abnormal liver morphology (HPO),abnormal liver morphology (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0002240,http://purl.obolibrary.org/obo/MP_0000599,Hepatomegaly (HPO),enlarged liver (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0011034,http://purl.obolibrary.org/obo/MP_0000604,Amyloidosis (HPO),amyloidosis (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000217,http://purl.obolibrary.org/obo/MP_0000624,Xerostomia (HPO),xerostomia (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0012505,http://purl.obolibrary.org/obo/MP_0000636,Enlarged pituitary gland (HPO),enlarged pituitary gland (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0000835,http://purl.obolibrary.org/obo/MP_0000640,Adrenal hypoplasia (HPO),adrenal gland hypoplasia (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0008221,http://purl.obolibrary.org/obo/MP_0000642,Adrenal hyperplasia (HPO),enlarged adrenal glands (MPO),lexical-logical
http://purl.obolibrary.org/obo/HP_0001746,http://purl.obolibrary.org/obo/MP_0000690,Asplenia (HPO),absent spleen (MPO),lexical-logical
